Address;Text;Date;Stars
Владимирский просп., 19;Уже несколько дней подряд стою на кассе, и кассир очень нравится вежливая, улыбается, быстро обслуживает, поможет, подскажет, если сама что-то не может тут же зовёт администратора, чтобы тот помог.Но ещё меня удивило честность этого кассира, я уронила видимо карту и деньги прибежала за мной и все вернула. Спасибо за таких работников, кассир Марият.;23 ноября 2022;5
Владимирский просп., 19;Евроспар мне очень нравится. Хорошие скидки, большой выбор товаров. Кулинария очень хорошая и недорогая. Блюда мясные, рыбные, вегетарианские, суши и роллы. Также прямо в магазине можно перекусить и выпить кофе. Для этого сделаны отдельные удобные столики с соблюдением всех санитарных норм. Персонал вежливый, внимательный, хорошо обученные. Очень хочется, чтобы магазины этой сети открывались в других районах города.;21 августа 2021;5
Владимирский просп., 19;Магазин с большим ассортиментом. Я была в Петербурге в апреле 2021, Спар расположен рядом с гостиницей, где я жила, и по вечерам я заходила сюда за покупкой еды на ужин: вкусно, разнообразно, можно даже разогреть в СВЧ. Есть одноразовые приборы. И, кстати, много тех, кто именно сюда приходил поесть, а не в кафе. Касс работающих много, обслуживают быстро.;29 января 2022;5
Владимирский просп., 19;Отличный магазин, супер кулинария, можно перекусить дешево и быстро. Отличный выбор продуктов на любой вкус. Наличие касс самообслуживания ускоряет процесс покупки.;14 августа 2022;5
Владимирский просп., 19;Большой супермаркет, с множеством необходимых товаров, и продуктов. Своя векснейшая кухня, и зона приема пищи для гостей супермаркета. Удобно, практично, вкусно.;12 января;5
Владимирский просп., 19;Большой выбор салатов на вес, суши на вес, выпечки очень много на любой вкус, колбаса дорогая.;28 мая;5
Владимирский просп., 19;Огромный выбор товаров, отличная выкладка. Цены довольно низкие. Вкусная пицца, да и в целом кулинария порадовала качеством. Какой то грязи не заметил. Продавцы приветливые и аккуратные.;29 сентября 2022;5
Владимирский просп., 19;Магазин просто класс! В пяти-минутной доступности. Ассортимент очень большой, все продукты свеже. Цены адекватные. Персонал вежлиый приветливый.;28 декабря 2022;5
Владимирский просп., 19;Спар неплохой магазин, часто покупаю продукты в Москве, заходил и в СПб, все отлично;11 мая;1
Владимирский просп., 19;Платный туалет в ТЦ ещё и с огромным фудкортом - это беспомощное управление и плохой сервис, наверное даже нарушение каких-то санитарных норм. Плов на фудкорте не берите никогда, это рис с соевым соусом и горелым мясом;19 августа;5
Владимирский просп., 19;Самый приличный продуктовый в этом районе. Большой ассортимент, всегда свежие клёвые овощи, плюс он круглосуточный. Хожу только сюда, 10/10;2 марта;5
Владимирский просп., 19;Очень широкий ассортимент.Вкусная кулинария и выпечка. Быстрое обслуживание. Много работающих касс.Магазин чистый.;19 февраля;4
Владимирский просп., 19;У меня всегда есть возможность купить качественную и свежую мясную продукцию по низкой цене.;20 апреля;5
Владимирский просп., 19;Большой выбор продуктов, очень вкусная кулинария. Очень жаль, что всего несколько маркетов в СПб. Очень хотелось бы, чтобы были в спальном районе.;5 февраля;5
Владимирский просп., 19;Отличная кулинария на любой вкус и режим питания, очень вкусно и цена радует;2 июля;4
Владимирский просп., 19;Супермаркет, Магазин продуктов хорошее место с богатым выбором продуктов питания. Относитесь к нам лояльно, будьте вежливы и внимательны, это поможет вам в нелегком труде.;21 октября 2022;5
Владимирский просп., 19;Большой выбор готовых блюд разных кухонь мира!И главное чистота и всё свежее!;11 марта;5
Владимирский просп., 19;Евроспар, как всегда не подвёл. Хороший выбор продуктов, по нормальным ценам. Отличный отдел кулинарии, всё свежее и вкусное. Чисто, персонал приветливый.;5 сентября 2022;1
Владимирский просп., 19;Столкнулся с манипуляциями наклейками-ценниками. Будьте внимательны, обязательно проверяйте цену товара на кассе при оплате. Может оказаться, что пробилось совсем не то, что вы взяли с полки.;1 августа;1
Владимирский просп., 19;Здравствуйте! Хочу написать жалобу! Постоянно встречаюсь с хамским обслуживание в мясном и рыбном отделах, но сегодня видимо была последняя капля. Я зашла чтобы купить икру доя ребенка, он приболел, за прилавком был молодой худощавый мужчина с черными волосами. Попросила на развес икру 200 гр за 499 р Он переспросил меня 4 раза точно 200 грамм ее цена за 100гр. Я уже громче ему сказала взвесьте пожалуйста 200 гр я читать умею, он стал резкими движениями бросанием каких то предметов, показывая недовольство покупателем. Я спешила продавец взял самый маленький контейнер впихнул со злостью на лице 200гр и еще прижал тщательно крышкой. Сейчас еду домой от того что икринки были сильно придавлены вытекает жир . К сожалению у меня не было времени но я могу чек прислать и фото! Что себе позволяют у Вас в магазине на Достоевской??? Прошу принять меры, иначе я буду вынуждена обратиться в соответствующие органы!!!!;11 ноября 2022;5
Владимирский просп., 19;Большой выбор товаров. Есть свое производство, можно пообедать за столиками. Персонал вежливый, на кассах нет огромных очередей, есть кассы самооьслуживания. В магазине есть цветочный, несколько раз покупали цветы, всегда стоят очень долго.;26 июня 2022;5
Владимирский просп., 19;Отличный магазин, цены не дороже, чем в любом другом, за исключение овощей и фруктов. На отдельные позиции она бывает действительно высокой. Однако, ассортимент, свежесть продуктов, есть большое количество уникальных товаров, которые есть только в магазинах этой сети. Кулинария заслуживает отдельной похвалы, все очень вкусное, свежее, выбор просто поражает;16 мая 2022;5
Владимирский просп., 19;Супер магазин. Жалко что во Фрунзенском районе нет. Закройте пятёрочку и постройте ЕвроСпар возле метро Дунайская;9 июля;5
Владимирский просп., 19;Хороший магазин как и все магазины этой сети. Есть место приёма пищи очень большой выбор готовой еды. Единственный минус цены выше средних.;8 января;5
Владимирский просп., 19;Очень хороший магазин. Продукты разнообразные и на любой вкус. Всегда все свежее. Причем цены довольно доступные. Рекомендую обязательно.;14 сентября 2022;5
Владимирский просп., 19;Этому магазину могу поставить только самую высокую оценку. Прекрасное насыщения прилавков. Есть как дорогая, так и очень доступная продукция. Особенно меня порадовала кулинария. Много вкусных и разнообразных блюд. И все свежее. Каждое утро новое наполнение!!Не могу не сказать спасибо и ребятам,, работающим в отделе пиццы и кофетерии. Вежливые, внимательные, можно даже покапризничать с выбором,, они выслушаю и что-то предложат. Молодцы!!! Так держать!!! В кофктерии пирожные просто доступное чудо!!! И кофе тоже.Есть зона для приёма пищи. Чисто, комфортно. Всегда в наличии одноразовая посуда, салфетки, специии. Есть мойка и 2 СВЧ. Многие посетители берут в супермаркете готовые блюда и завтракают, обедают или ужинают в этой зоне.;1 мая 2021;5
Владимирский просп., 19;Огромный выбор товаров, полуфабрикатов и готовой продукции. Очень вкусно, много народа, но в очереди долго не пришлось стоять. Шикарная выпечка. Рекомендую;10 ноября 2022;5
Владимирский просп., 19;Один из лучших магазинов в нашем городе. Всё всегда на высшем уровне.Приветливый персонал и наивкуснейшая кулинария.Хочу выразить благодарность продавцу Виктории,которая отпускает готовую продукцию.Очень компетентная девушка,всегда поможет с выбором и предложит что-то из новинок.Если хотите вкусно и не дорого перекусить , то вам в Eurospar на Владимирском 19 . Рекомендую👍;22 октября 2021;5
Владимирский просп., 19;Обалденный супермаркет,очень большой ассортимент,,еда с кулинарииЕсть необычные продукты Чисто Много кассНет очередей Компетентный персоналВ кафе очень часто грязные столы;28 июня 2022;5
Владимирский просп., 19;Очень удобная система продаж готовых блюд. Есть и столики на которых можно перекусить или забрать готовые блюда домой и там с удовольствием съесть неплохо приготовленный обед. Большое разнообразие блюд.;28 июля 2022;2
Владимирский просп., 19;Взяла пиццу с горбушей. Ужасно. Если бы я хотела поесть карасей , я бы взяла карасей. Но я брала пиццу и никак не намеревалась отделять во рту тесто от костей . Жуть;3 сентября;1
Владимирский просп., 19;Хожу часто в магазин и достаточно часто встречаю, видимо, одного из руководителей. Звать его Антон Юрьевич, в отличии от других бейдж нет у него, потому не знаю кто он и все бы ничего, но почему-то мне надо брать продукты, в тех отделах, где он отчитывает подчиненных. Прямо в зале трехэтажным матом пытается донести свою мысль🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️. Ну будь ты хоть чуть-чуть дипломатичнее и делай это на складах, если не умеешь нормально разговаривать. Но ему вообще пофиг. Куда смотрят вышестоящие руководство, выглядит, как бизнес из 90х, когда встречаешь таких ретроградов, как данный персонаж. Надоедает слушать мат в зале и бычку, объясните человеку, что покупателям этого слышать не надо, не хочется, да и в целом не уместно.;25 июля 2022;3
Владимирский просп., 19;Будте внимательнее и смотрите сроки годности.28.08.21 года в данном магазине было выявлено две телеги просрочки.Видео уже на канале Кирилл Яковлев;13 августа;1
Владимирский просп., 19;Вчера в районе 5 вечера в Спаре на Владимирской (спб) купила куриные котлеты на пару и овощи на пару. Съела сразу, каких-то странных запахов или привкуса от продуктов не было. После этого больше ничего не ела (перед этим завтракала дома в 8 утра овсяной кашей). Сегодня в 6 утра началась жуткая диарея с сильными режущими болями в животе, выпила почти весь тюбик энтеросгеля и таблеток 20 активированного угля, часам к 2м дня стало полегче, но теперь слабость. Спасибо СПАР, почистилась на славу! К Вам больше ни ногой!;13 ноября 2022;5
Владимирский просп., 19;Обожаю спар за его доступные цены в готовой еде и не разнообразия, очень вкусно;18 июня;4
Владимирский просп., 19;Кулинарией пользуюсь часто, т.к работаю рядом. Всё зависит от смены поваров. То рыба еле припущена и без соли, то салат (пусть оливье) ну совсем не вкусный. А уж когда изготовитель суши (прямо в зале готовят) почистил ножом руки прямо над подносом с уши...стало ясно - контроля над кухней нет!А в самом супермаркете продуктов много и разнообразие всего.Так что даже не 4, а 3+.;29 сентября 2022;5
Владимирский просп., 19;Доброжелательный персонал, чисто, большой ассортимент продуктов.;16 июля;5
Владимирский просп., 19;Магазин очень хороший, большой ассортимент, вкусная еда, но вечные проблемы с кассами;14 марта;5
Владимирский просп., 19;Понравился большой выбор качественных и очень вкусных блюд кулинарии;10 августа;5
Владимирский просп., 19;Очень хорошо придумано и удобно для гостей города, вкусно, чисто;11 июня;5
Владимирский просп., 19;Супермаркет на высший балл. Можно закупаться по привлекательной цене. Особенно радует домашняя кухня. Богатый выбор вкусной готовой еды. По цене 47.90р за сто грамм можно купить любые гарниры, рыбу, мясные блюда, овощи, суши, салаты и прочее. Ассортимент для любого потребителя, хоть вегитарианцев, хоть любителей здорового питания. Акции до 30% скидок тоже присутствуют. В общем рекомендую.;16 мая 2021;5
Владимирский просп., 19;Один из самых лучших супермаркетов! Ассортимент на любой вкус и цену.;13 июня;4
Владимирский просп., 19;Широкий ассортимент, хорошая кулинария, очереди на кассе (никогда не видел, чтобы работали все кассы);27 апреля;5
Владимирский просп., 19;Большой магазин, широкий ассортимент, большой выбор блюд в кулинарии;5 июня;5
Владимирский просп., 19;Большой сетевой магазин с широким выбором товаров. Очень большой отдел кулинарии и товаров собственного производства. Много посадочных мест, можно вкусно и недорого пообедать.;12 мая 2022;5
Владимирский просп., 19;Всегда вкусно, много места, где можно посидеть, приветливые кассиры;3 мая;1
Владимирский просп., 19;"Сегодня 17.11.22 утром , я купила запеканку с творогом и изюмом в виде кекса и чуть не осталась без зубов , так как откусив кусок , я почувствовала что то твёрдое ,я подумала что это кусок затвердевшего сахара , а это ""мать его"" КАМЕНЬ⚠️!!!!!!🤬🤬🤬🤬🤬🤬 на фото виден след где он был в запеканке!!!!!СПАСИБО ЗА ТО ЧТО ХОТЬ ЗУБ НЕ СЛОМАЛА!!! Будьте внимательны с их едой , я больше рисковать не буду😖🙅‍♀️⛔️🚫 p.s. пыталась прикрепить фото , но почему-то модерацию они не проходят🤬😡";19 ноября 2022;4
Владимирский просп., 19;Хороший магазин. Ассортимент разнообразный. Есть безглютеновые хлебцы под маркой спара. Кассы самообслуживания есть-очень быстро. Скидки пенсионерам пн-чт утром (по-моему, до 13час). Не покупала рыбу охлажденную-запашок от прилавка. Не очень дёшево, но доступно;2 мая 2022;3
Владимирский просп., 19;Около года покупаю там готовые блюда: суши, салаты, второе. Цена выросла с 350 до 550. Даже с учётом подорожания продуктов это сильно много. Качество стало хуже. Многое просто не Вкусно. Шаверма, например, совсем не съедобна. Сырая капуста одна. В остальном: чистота, сервис, сроки, выкладка все отлично. Приличный магазин для повседневных покупок.;2 октября 2022;5
Владимирский просп., 19;Супер магазин, очень хороший магазин, вкусно очень вкусно!!!;22 августа;5
Владимирский просп., 19;Магазин просто супер, очень нравится отдел кулинарии, особенно запечёные роллы, и цены очень приемлемые, рекомендую однозначно 👍;20 ноября 2022;5
Владимирский просп., 19;Большой магазин в центре города, разнообразный ассортимент продукции. Мне нравится кухня, часто покупаю еду на обед на работе или на ужин. Внимательный и отзывчивый персонал, стараются обслуживать быстро.;20 января 2022;4
Владимирский просп., 19;Магазин радует ассортиментом,много блюд домашней кухни , выпечки и колбасной продукции достойного качества. Часто проходят акции и скидки до 10 процентов.Люблю суши довольно большой выбор наборов суши и даже запеченые .достойное качество приготовления.Радует ассортимент мороженой рыбы и ценой .;5 октября 2021;5
Владимирский просп., 19;Прекрасное место. Ходишь по магазину, отдыхаешь, чисто, опрятно, люди участливые и вежливые работают. Здесь же можно присесть, покушать, свч стоит, туалет. Все для удобства.Хорошо разбавляет рутину.;14 января 2022;5
Владимирский просп., 19;Отличный магазин, расположение возле метро, выбор товаров простой, если что-то не найти, то можно спросить у продавцов, они помогут,очереди бывают, но не большие, не всегда чисто и качество так де не всегда привлекает.;19 июня 2022;5
Владимирский просп., 19;Отличный магазин,где круглосуточно можно купить все продукты ,а также и готовые блюда,которые можно отведать прямо в магазине за столиками.;5 января;5
Владимирский просп., 19;Бываю часто, вежливый перонал, хороший выбор, всегда есть акции, можно в кулинарии купить готовую еду если лень готовить и съесть на фудкорте, даже посуду дома не нужно мыть😊;15 августа 2022;1
Владимирский просп., 19;Заказала в пятницу товар по акции- сухой корм для кота , ну и несколько саше влажного (видимо в пятницу ещё был товар по акции в наличии), доставку оформила на понедельник..... В понедельник пришло смс, что курьер задерживается на час...затем позвонил оператор и сообщил, что товара вообще нет в наличии!!!!! Никакого!!! То есть, я так понимаю, при заказе в данном магазине товар не бронируется (это не скоропорт!!!!) Либо закончился товар с близким сроком, который был по акции, а свежий ,уже по другой цене ,придерживают до конца оглашенных сроков акции.....ну либо курьеру лень ехать из центра на край города и проще сказать, что товара нет! Низачто не поверю, что в магазине закончился весь корм для животных, т.к. мне даже не предложили ни замену, ни товар по другим ценам!!!;6 июня 2022;5
Владимирский просп., 19;Понравилось, что на кассе всегда желают и доброго утра и вечера. Особенно доброжелательной была, Ирина. Спасибо ей за любовь к своей работе.Большое количество товаров на любой вкус и ценовую категорию, лучше конечно иметь карту магазина.;10 июня 2022;5
Владимирский просп., 19;Отличный супермаркет,рядом с метро.Всё чистенько,свежий ассортимент.В продаже есть различный ассортимент свежего чая,имеется кулинария,свежие супы(сырный рекомендую) и всё наисвежайшее.Отличный магазин,рекомендую .;13 декабря 2021;5
Владимирский просп., 19;Среди всех сетевых продуктовых в спаре самая лучшая кухня и домашняя выпечка, всегда приветливые и вежливые сотрудники. Хотелось бы больше магазинов не только в центре, но и в других районах.;1 февраля 2022;2
Владимирский просп., 19;Не рекомендую делать доставку. Во-первых, она от 2 до 4 часов (очень круто в вечернее время). Потом тебе звонят, спустя 3 часа, и просят перенести ее на завтра. 🤡Во-вторых, есть хочется, почему-то сегодняНу и в-третьих, конкуренты как-то поживее в этом плане.;12 февраля;5
Владимирский просп., 19;Магазин с хорошим ассортиментом, качественной продукцией, включая товары собственного производства и свою кухню по вполне нормальным ценам.;5 ноября 2022;4
Владимирский просп., 19;Здесь рай для любителей готовой еды - всё свежее, есть столики со стульями, раковина и СВЧ. Вкусно, недорого и в центре! Минус звезда за блины с грибами, в которых оказалась курица! А в названии её не было, курицу я не ем, поэтому случился с блинчиком облом. В остальном - побольше бы таких доступных мест);29 августа 2021;5
Владимирский просп., 19;Отличный магазин. Покупаю продукты только тут. Отличное свежее мясо. Хорошая кулинария, вкусная.;22 февраля;5
Владимирский просп., 19;Вкусная и свежая еда! Очень нравятся готовые блюда! Недорого, и качество как в кафе! Хлебобулочные изделия хорошие. Большой выбор продуктов. Нравится приложение и система накопления балов.;13 января 2022;5
Владимирский просп., 19;Хороший ассортимент продукции, много качественной готовой еды;8 июля;5
Владимирский просп., 19;"Очень хороший и,главное,нужный и полезный EVROSPAR. Расположен в нужном месте! Всегда много посетителей. Хороший отдел ""Домашняя кухня"" .многие покупатели не обходят его стороной. Тут же можно быстренько перекусить - даже бощик похлебать, чем и пользуются многие молодые люди когда времени немного, а поесть надо. Персонал вежливый и отзывчивый. А главное - цены умеренные!";24 декабря 2021;5
Владимирский просп., 19;Хороших супермаркет и можно взять елу и разогреть в миерволновке. Шашлык, плов и салатики;1 августа;5
Владимирский просп., 19;Отличный выбор еды на вынос. Зона для принятия пищи очень большая.;10 мая;5
Владимирский просп., 19;Хороший магазин, богатый выбор и неплохая кухня готовых продуктов! В этом же здании отель Достоевский , поэтому иногда покупали что нибудь на обед или ужин. Всё свежее.;23 августа 2022;3
Владимирский просп., 19;Есть одно но. Но остальное очень хорошо. Цены дороговато немного;14 апреля;5
Владимирский просп., 19;Рекомендую. Хорошие магазины на невском и владимирском проспектах. Неплохой ассортимент мясной продукции сыров. Прекрасные кулинарные отделы с готовыми свежими блюдами. Можно перекусить здесь и взять домой. Всё свежее и вкусное. Ну и выбор овощей и фруктов. Часто бывают акции. Цены нормальные;12 октября 2021;5
Владимирский просп., 19;"Всегда нравилось освещение и аккуратность торгового зала с одной стороны, с другой - есть что-то неуловимо схожее с ""зажиточными"" гастрономами советской эпохи))";2 декабря 2022;3
Владимирский просп., 19;В целом тут есть много чего и кондатнечего покушать или не хочется тратиться на ресторан, то можно перекусить, но на всякий случай рядом активированный уголь держите;2 января;5
Владимирский просп., 19;Лучший супермаркет в этом районе. Есть хорошая кухня с большим выбором готовой еды - можно перекусить на месте или взять с собой. Да, и с приложением Спара цены гораздо приятнее.;21 июля 2022;5
Владимирский просп., 19;Очень удобный и нужный маркет в центре города. Кулинария очень вкусная, купили всё готовое и готовить не нужно. Чистый и комфортный маркет.Рекомендую.;4 июля 2022;5
Владимирский просп., 19;Хороший супермаркет с качественными продуктами и кучей готовых,в том числе горячих блюд!;30 апреля;5
Владимирский просп., 19;Хороший супермаркет, все есть, большой выбор. Всё аккуратно разложено, вежливый персонал и очень удобное расположение. Приемлемые цены и свежие продукты.;14 мая 2022;5
Владимирский просп., 19;Чисто, аккуратно, все понятно. Продукты мне попадались только свежие. Продавцы вежливые. На кассе народу много, но обслуживают быстро.;21 сентября 2022;5
Владимирский просп., 19;Выбор товаров просто гигантский, глаза разбегаются, вкусная готовая еда, которую тут же можно в столовой зоне скушать, там места больше, чем в пассаже, а народу меньше;17 октября 2022;5
Владимирский просп., 19;Отличный магазин с хорошим ассортиментом. Самое приятное, можно купить готовые продукты от салатов до супов, в большом ассортименте выпечка.;20 сентября 2022;4
Владимирский просп., 19;Отличный гипермаркет, ассортимент товаров просто обалденный.;17 апреля;4
Владимирский просп., 19;Не очень опрятный, но круглосуточный ,Что удобно для отеля Достоевский ))) парковка почасовая, что неудобно для отеля Достоевский));3 января;4
Владимирский просп., 19;Хороший магазин, но мало по городу. Всё в центре, не удобно.;24 мая;4
Владимирский просп., 19;Порадовал супермаркет ассортиментом и ценами . Очень вкусные роллы . Касс рабочих побольше и продавцов по шустрее , то 5 поставил бы;11 января;5
Владимирский просп., 19;Прошло полгода, как из Питера, но не могу не написать отзыв про мой любимый супермаркет. Понравилось буквально всё: ассортимент, разнообразие готовых блюд разных кухонь и их качество, обслуживающий персонал, системы самообслуживания, а главный мой фаворит-пирожные Павлова. Еду летом, квартира опять рядом с моим супермаркетом. Обожаю его.;17 февраля 2022;5
Владимирский просп., 19;Хороший магазин, отличный ассортимент и персонал. Был в Санкт-Петербурге всего несколько дней, но всё время питался едой именно из этого магазина. Доволен!;27 августа 2022;5
Владимирский просп., 19;Очень замечательная сеть магазинов!!!А какая кухня-восторг!!!)))На молочные продукты цены ниже чем в Дикси и пятерочке Хлеб и хлебные изделия из собственной пекарни из натуральных ингредиентов и цены доступные для всех слоев населения;7 февраля 2022;4
Владимирский просп., 19;Выбор достаточный, в целом неплохо, пользуюсь услугами кулинарии;26 апреля;5
Владимирский просп., 19;Отличный выбор свежих овощей, выпечка на любой вкус, есть готовая еда, здесь же можно перекусить и плотно пообедать. Мне нравится);13 августа 2022;4
Владимирский просп., 19;"Магазин нравится ассортиментом, скидками на некоторые товары и кулинарией ""Домашняя еда"". Звезду Сняла за кулинарию-бывает не качественная еда на вкус. Не возвращала ни разу, так как беру на обед, и нет времени на работе этими разборками заниматься. Контроль качества готовой еды надо повышать 100%";9 июня 2022;5
Владимирский просп., 19;Отличный магазин, есть практически все категории продуктовых товаров и предметов первой необходимости. Масса готовой еды, зашёл взял и съел. Очень удобно для туриста. Цены не высокие. Есть скидки.;2 ноября 2021;5
Владимирский просп., 19;"Хороший магазин, удобное расположение, рядом с метро, что очень удобно. Огромный выбор готовой продукции. Всё свежее и вкусное. Хожу сюда регулярно, дома готовить некогда, а этот магазин сильно выручает. Очень понравились готовые мясо и рыба, особенно филе лосося жаренного на мангале, стейк лосося я выбрала сама и повар при мне его пожарил. Сотрудники тоже приятные, особенно понравилось обслуживание повара-мангальщика, очень общительный, прикольный молодой человек. Подробно расскажет про продукцию, что-то посоветует, вообщем человек с харизмой. После посещения магазина остаются только положительные эмоции. Спасибо огромное ""Евроспару"".";16 января 2021;3
Владимирский просп., 19;Сотрудники магазина считают, что обслужить себя важнее покупателей. В любой отдел может подойти сотрудник на смене и выбирать товар минут 5. У кофемашины вообще постоянно с ними сталкиваюсь. Могут занять кофемашину минут на 10. Так как им не нравится, какой кофе им налила эта машина. А как обычный магазин с завышенными ценами почти на все;18 сентября 2022;5
Владимирский просп., 19;Очень нравятся продукты собственного производства.Забегаем в торговые точки этой сети чтобы поесть на месте.С этим магазином можно забыть о стритфутах.;10 января;5
Владимирский просп., 19;Отлично. Круглосуточно и это сразу + 100500. Своя кухня, супер. Зона где можно поесть. Из минусов только низкие потолки самого помещения.;23 августа 2022;4
Владимирский просп., 19;Очень всё нравится, но далеко не всё из готовой продукции вкусно;18 июня;3
Владимирский просп., 19;Салаты в холодильнике попадаются иногда несвежие и даже иногда прокисшие, нужно смотреть даты фасовки, а лучше вообще не брать их вечером, лучше с раздачи,там свежее. Да и вообще с едой не всегда удачно, раз через раз, иной раз вкусно, иной раз нет, то пересолено то, испорченное уже, прокисшее два раза попадалось, видимо по соли зависит от смены повара, кто то из них явно сильно пересаливает вторые блюда, часто было такое, но в разные дни. В остальном норм. Выпечка нравиться.;15 августа 2022;5
Владимирский просп., 19;Хороший магазин. Выбор примерно как на Невском. Много готовой еды.;1 мая;5
Владимирский просп., 19;Чудесный магазин, всегда свежая выпечка и вкусная еда! Пицца - восторг! Ассортимент богатый, несмотря на небольшой размер магазина. В час-пик бывает тесновато, правда. Сервис на высоте;24 ноября 2021;5
Владимирский просп., 19;Хороший магазин, вкусная еда, всегда много посетителей;17 апреля;5
