store_name,store_type,store_address,store_district,text,stars,date,Parameter
Пятерочка,Супермаркет,"Черняховского, 16/5",Лиговка-Ямская,Нет отдела с детским питанием (,3.0,2022-03-07,текст про качество товаров
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,Нет пекарни Расстройство на год,1.0,2022-11-12,текст про качество товаров
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Нет свежей выпечки,3.0,2023-07-30,текст про качество товаров
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,Нет Сенников на товар,2.0,2023-06-29,текст про цены товаров
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,Нет сигарет,2.0,2023-03-23,текст про чистоту магазина
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,"Нет слов….товар плесневый, совсем не проверяют что кладут.",1.0,2023-06-23,текст про чистоту магазина
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,Нет сформированного мнения. Купил кофе в капсулах-опилки со вкусом желудей. Но говорят это супер экологично,3.0,2022-10-27,текст про чистоту магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Нет сырников, жаль. Так - отличный магазин со свежими продуктами",5.0,2022-02-13,текст про чистоту магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Нет ящиков для хранения сумок на входе. Из-за этого ни раз бывали случаи когда охранник заставлял доказывать что в пакете, с которым ты пришёл из другого (!) магазина, твои оплаченные покупки",4.0,2022-06-16,текст про расположение магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,нет ящиков для хранения.,4.0,2022-06-13,текст про расположение магазина
Пятерочка,Супермаркет,"Стремянная, 1",Владимирский,"Нету пепси, и кокаколы, а работникам претензии не имею",1.0,2022-06-04,текст про персонал магазина
Пятерочка,Супермаркет,"Черняховского, 16/5",Лиговка-Ямская,Нету сигарет. А по близости магазинов нет. Не такой большой выбор товаров как в других пятерочках,4.0,2022-04-17,текст про чистоту магазина
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,Неудачное расположение,2.0,2023-04-12,текст про расположение магазина
Пятерочка,Супермаркет,"Черняховского, 16/5",Лиговка-Ямская,"Неудобная пятёрка, тесные маленькие помещения. Мороженое всё помятое. Персонал так себе.",2.0,2023-08-18,текст про чистоту магазина
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,Неудобное расположение товаров,4.0,2022-09-29,текст про расположение магазина
Дикси,Супермаркет,"Белинского, 1",Литейный,"Неудобный магазин, но деваться порой некуда.Частенько цены не соответствуют действительности. Можно встретить ""уставшие"" овощи и фрукты.Хоть и сделали перестановку с ремонтом, но логистика особо не улучшилась.",2.0,2022-05-20,текст про цены товаров
Магнит,Супермаркет,"9-я Советская, 39/24",Смольнинское,"Неудобный магазин.Проходы между прибавками узкие. Часто в этих проходах находятся сотрудники, которые занимаются выкладкой из-за чего возникают трудности с проходимостью.Фруктовый отдел тоже так себе - уставшие или деревянные фрукты, ягоды.Кассовая зона также неудобна и не попадал, чтобы работало больше одной кассы.",3.0,2023-06-15,текст про расположение магазина
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,"Неуютно, тесно. Неприветливый персонал, который не знает где и что лежит. Ассортимент рыбный мизерный.",3.0,2022-03-22,текст про персонал магазина
Вкусвилл,Супермаркет,"проспект Чернышевского, 17",Литейный,Ни какого ассортимента! Большая часть замороженная продукция! И ко всему этому завышенные ценники по не понятным причинам!!!,2.0,2022-10-22,текст про цены товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Ни разу не удалось купить фрукты по причине отсутствия их нормального качества. Маленький выбор косметики и предметов гигиены. Были обнаружены просроченные несколько дней сосиски прямо на прилавке, которые вручили продавцу и явно он не был этим доволен.",3.0,2023-07-10,текст про качество товаров
Пятерочка,Супермаркет,"Транспортный переулок, 1",Лиговка-Ямская,Ни чем не отличается от других пятерочек,5.0,2023-08-13,текст про качество товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Низкие цены и хорошее качество,4.0,2022-11-19,текст про качество товаров
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,"Низкие цены, выбор не очень большой, но для магазина в этом месте неплохо.",4.0,2022-07-18,текст про расположение магазина
Дикси,Супермаркет,"Чайковского, 55",Литейный,"Низкие цены,но не сильно комфортно, так как узкие проходы и с коляской не пройду",4.0,2022-05-23,текст про качество товаров
Вкусвилл,Супермаркет,"проспект Чернышевского, 17",Литейный,никогда нет веганского оливье в наличии(,5.0,2022-02-21,текст про качество товаров
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,"Никогда нет очередей на кассу, несколько терминалов самообслуживания! Магазин чистый, вкусный кофе и хороший выбор)",5.0,2023-08-07,текст про чистоту магазина
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,"Ничего в данной сети магазинов не меняется как не отслеживалась просрочка так ""воз и ныне там""",1.0,2023-09-05,текст про цены товаров
Дикси,Супермаркет,"Большая Московская, 5",Владимирский,Ничего нового. Все позиции на три балла. Цена средняя. Качество среднее. Порядок средний. Персонал тоже не блещет респектабельностью. Делая скидку на то что магазин созданидля пролетариев. Все в рамках нормы.,3.0,2022-07-13,текст про персонал магазина
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,Ничего особенного,1.0,2023-06-08,текст про персонал магазина
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,Ничего особенного,3.0,2022-07-13,текст про персонал магазина
Пятерочка,Супермаркет,"Кирочная, 45",Смольнинское,Ничего особенного,5.0,2022-08-16,текст про персонал магазина
Пятерочка,Супермаркет,"Лиговский проспект, 107",Владимирский,"Ничего особенного. Ценники перепутаны, на кассах сотрудники медленные.",1.0,2022-02-15,текст про персонал магазина
Пятерочка,Супермаркет,"Суворовский проспект, 10",Смольнинское,Но иногда очереди (,5.0,2023-06-14,текст про персонал магазина
Вкусвилл,Супермаркет,"Суворовский проспект, 35",Смольнинское,Но очень дорого,5.0,2023-01-29,текст про цены товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Новая реинкарнация SPAR'a ещё лучше прежней. Здесь, на месте бывшего винного отдела гастронома номер два, запекают овощи и рыбу, и здесь же есть пять высоких кресел, чтобы их тут же съесть. В продаже присутствует даже микрозелень.",5.0,2023-07-04,текст про чистоту магазина
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,"Новая чистая пятёрочка, много места и удобная",5.0,2022-07-02,текст про чистоту магазина
Дикси,Супермаркет,"Перекупной переулок, 4",Смольнинское,"Новго, как и все остальные",1.0,2022-02-17,текст про персонал магазина
Пятерочка,Супермаркет,"Манежная площадь, 6",Дворцовый,"Ново Измайловский 40... Это что-то с чем-то... Такое ощущение, что там цены устанавливает ""директор"" магазина, а не сам ритейлор. Да и к самому ритейлору вопрос. Как при наличии на складах и соли, и сахара.на полках их нет? Этот вопрос я отправил президенту. Надеюсь он решит эту проблему.",1.0,2022-03-24,текст про цены товаров
Магнит,Супермаркет,"Кременчугская, 19, корп. 2",Лиговка-Ямская,Новый замечательный Магнит,5.0,2022-07-06,текст про качество товаров
Дикси,Супермаркет,"Жуковского, 4",Литейный,"Новый ремонт, достаточный выбор товаров разной ценовой категории.",4.0,2023-07-06,текст про цены товаров
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,Норм,4.0,2022-09-20,текст про качество товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Норм,5.0,2023-01-28,текст про качество товаров
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,Норм,5.0,2022-05-08,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Норм,5.0,2022-10-31,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Норм,5.0,2022-10-31,текст про качество товаров
Дикси,Супермаркет,"Константина Заслонова, 21",Владимирский,Норм,5.0,2023-07-30,текст про качество товаров
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,Норм,4.0,2022-11-24,текст про качество товаров
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Норм,5.0,2023-06-22,текст про качество товаров
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,Норм,5.0,2022-09-20,текст про качество товаров
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,Норм все,5.0,2023-09-02,текст про качество товаров
Вкусвилл,Супермаркет,"Кременчугская, 17, корп. 2",Лиговка-Ямская,норм и мороженное норм,5.0,2022-01-01,текст про качество товаров
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,Норм магаз,5.0,2022-06-10,текст про качество товаров
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Норм магаз. Пятерочка выручает.,5.0,2022-06-25,текст про персонал магазина
Вкусвилл,Супермаркет,"Марата, 21",Владимирский,Норм магазин,4.0,2023-03-08,текст про качество товаров
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,Норм магазин,5.0,2023-02-02,текст про качество товаров
Пятерочка,Супермаркет,"Правды, 22",Владимирский,"Норм магазин, водичка недорогая, шоколад😃",4.0,2022-08-03,текст про качество товаров
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Норм магазин, достаточно чистый. Выбор товара как во всех пятёрочках, ничего нового. Есть кассы самообслуживания, что очень удобно, т.к. увидела за все время, только два продавца.",4.0,2022-08-24,текст про чистоту магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Норм магазин, чисто, просторно",4.0,2023-02-07,текст про чистоту магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Норм магазин, чисто, просторно",4.0,2023-02-07,текст про чистоту магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Норм магазин. Беру в основном домашнюю кухню. Ну и кофе по абонементу, куда же без него:) здесь оно даже лучше, чем на Невском в последнее время.",5.0,2022-10-30,текст про чистоту магазина
Магнит,Супермаркет,"Кременчугская, 19, корп. 2",Лиговка-Ямская,Норм но сотрудники агрессивны,3.0,2022-12-01,текст про персонал магазина
Пятерочка,Супермаркет,"Кирочная, 45",Смольнинское,Норм Пятёрка,5.0,2023-04-01,текст про качество товаров
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,Норм пятерка - как магазин у дома.,4.0,2023-07-08,текст про чистоту магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Норм, все есть.",5.0,2023-02-13,текст про качество товаров
Пятерочка,Супермаркет,"Лиговский проспект, 107",Владимирский,"Норм, но когда я там была, персонал с посетителем ругался(((",5.0,2022-04-26,текст про персонал магазина
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Норм,,",5.0,2023-03-15,текст про качество товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Норм. Как и все пятёрки,5.0,2023-05-30,текст про качество товаров
Пятерочка,Супермаркет,"Кременчугская, 9 к1",Лиговка-Ямская,Норм. Но цены лучше перепроверять !,4.0,2022-05-21,текст про цены товаров
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,Норм. Обычный магаз,4.0,2023-08-08,текст про персонал магазина
Пятерочка,Супермаркет,"Суворовский проспект, 10",Смольнинское,"Нормальная 5ка, ничего сверхъестественного. Кассиры честно не продают запрещёнку без паспорта. Чисто, насекомых не заметил",5.0,2023-01-26,текст про чистоту магазина
Пятерочка,Супермаркет,"Черняховского, 16/5",Лиговка-Ямская,"Нормальная пятерочка, в целом для пропитания всё есть. По ценам всё отлично.",5.0,2022-06-16,текст про качество товаров
Пятерочка,Супермаркет,"Суворовский проспект, 10",Смольнинское,"нормальная пятёрочка, но одна касса работает, постоянно очереди",4.0,2023-08-02,текст про персонал магазина
Пятерочка,Супермаркет,"Манежная площадь, 6",Дворцовый,"Нормальная пятерочка,удобная",5.0,2022-06-11,текст про качество товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Нормальная пятерочка. Чистая. Вежливый персонал,4.0,2023-02-13,текст про персонал магазина
Вкусвилл,Супермаркет,"проспект Чернышевского, 17",Литейный,Нормально,5.0,2023-04-08,текст про персонал магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,Нормально,5.0,2022-01-21,текст про персонал магазина
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,Нормально,5.0,2023-01-17,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Нормально,4.0,2022-08-19,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Нормально,4.0,2022-08-19,текст про персонал магазина
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,Нормально,4.0,2022-04-26,текст про персонал магазина
Пятерочка,Супермаркет,"Лиговский проспект, 107",Владимирский,Нормально,5.0,2022-04-04,текст про персонал магазина
Пятерочка,Супермаркет,"Марата, 65/20",Владимирский,Нормально,5.0,2023-06-20,текст про персонал магазина
Пятерочка,Супермаркет,"Правды, 22",Владимирский,Нормально,5.0,2023-07-18,текст про персонал магазина
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,Нормально,4.0,2023-05-01,текст про персонал магазина
Дикси,Супермаркет,"Рылеева, 20/51",Смольнинское,Нормально 🤷,4.0,2022-09-15,текст про персонал магазина
Пятерочка,Супермаркет,"Владимирский проспект, 6",Владимирский,"Нормально! Приходится по пути часто забегать за молочными продуктами, и овощами!",4.0,2022-05-30,текст про качество товаров
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,"Нормально, но есть нюансы:)1. Ассортимент товара меньше чем в Москве 2. Продавцов не увидели вообще",4.0,2023-01-18,текст про качество товаров
СПАР,Супермаркет,"Невский проспект, 48",Дворцовый,"нормально, но я не понимаю, что на витринах делают продукты с истекшим сроком годностименя попросили их не покупать, но убирать куда-то не стали спасибо, что предупредили",4.0,2023-05-05,текст про качество товаров
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,Нормально.,4.0,2022-11-05,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Нормально.,5.0,2023-08-10,текст про персонал магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,Нормально. Пицца вкусная.,4.0,2022-06-12,текст про чистоту магазина
Дикси,Супермаркет,"Жуковского, 4",Литейный,Нормально. Сойдëт.,4.0,2022-09-08,текст про чистоту магазина
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,Нормально. Средний продуктовый магазин,5.0,2023-02-28,текст про персонал магазина
Дикси,Супермаркет,"Перекупной переулок, 4",Смольнинское,Нормально. Яйца вроде не битые.,3.0,2023-03-05,текст про чистоту магазина
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,"Нормальное дикси. Но часто нет того, что заявлено",4.0,2023-02-13,текст про качество товаров
Пятерочка,Супермаркет,"Правды, 22",Владимирский,Нормальную еду не купишь,1.0,2023-08-24,текст про цены товаров
Пятерочка,Супермаркет,"Чайковского, 81",Смольнинское,Нормальные магазин,5.0,2023-03-17,текст про качество товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Нормальные цены а там одна кассирша пря не устанет разговаривать,5.0,2023-03-02,текст про цены товаров
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,Нормальный,5.0,2023-09-04,текст про качество товаров
Пятерочка,Супермаркет,"Литейный проспект, 43",Литейный,Нормальный,4.0,2023-08-24,текст про качество товаров
Дикси,Супермаркет,"Жуковского, 4",Литейный,"Нормальный ассортимент, свежая продукция, чистенько.Убрал один балл за перебравшего с препаратами кассира с танцующей челюстью и резкой речью. Хотя обслуживал он довольно таки быстро.",4.0,2023-05-31,текст про чистоту магазина
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,Нормальный Вкусвилл,4.0,2022-04-28,текст про качество товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Нормальный дикси,5.0,2023-01-07,текст про качество товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Нормальный Дикси! Всегда выручает!,5.0,2023-04-12,текст про ассортимент товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный Дикси) планировка конечно оставляет возможность заблудиться... Но в целом обычный Дикси) из КРАЙНЕ положительного круглосуточный режим работы, ночью данный магазин спасал меня не раз и не два) ну ночью персонал конечно не так постоянно сидит за кассой, и иногда нужно подождать чутка. Но с учётом того что это единственный адекватный продуктовый в округе, можно и потерпеть эти небольшие минусы. Жена говорит, что там дурно пахнет, но я не чувствую...",4.0,2022-07-10,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный Дикси) планировка конечно оставляет возможность заблудиться... Но в целом обычный Дикси) из КРАЙНЕ положительного круглосуточный режим работы, ночью данный магазин спасал меня не раз и не два) ну ночью персонал конечно не так постоянно сидит за кассой, и иногда нужно подождать чутка. Но с учётом того что это единственный адекватный продуктовый в округе, можно и потерпеть эти небольшие минусы. Жена говорит, что там дурно пахнет, но я не чувствую...",4.0,2022-07-10,текст про персонал магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,"Нормальный дикси, даже жаловаться нехочется, что впервые) Всё что нужно есть, и даже чистые прилавки)",5.0,2022-09-30,текст про чистоту магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,"Нормальный магаз шаговой доступности, особенно, когда работал по ночам:)))",5.0,2022-01-04,текст про персонал магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный магаз, но не нашла разрыхлитель. За это снизила балл.",4.0,2022-07-18,текст про чистоту магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный магаз, но не нашла разрыхлитель. За это снизила балл.",4.0,2022-07-18,текст про чистоту магазина
Вкусвилл,Супермаркет,"Невский проспект, 130",Смольнинское,Нормальный магазин,4.0,2022-01-27,текст про качество товаров
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,Нормальный магазин,5.0,2023-05-22,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Нормальный магазин,5.0,2023-03-31,текст про качество товаров
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,Нормальный магазин,5.0,2023-03-31,текст про качество товаров
Магнит,Супермаркет,"Загородный проспект, 1/14",Владимирский,Нормальный магазин,4.0,2023-05-18,текст про качество товаров
Магнит,Супермаркет,"Лиговский проспект, 29",Смольнинское,нормальный магазин,4.0,2023-05-06,текст про персонал магазина
Пятерочка,Супермаркет,"Кирочная, 24",Литейный,Нормальный магазин,5.0,2023-08-05,текст про качество товаров
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,Нормальный магазин,5.0,2022-05-06,текст про качество товаров
Пятерочка,Супермаркет,"Правды, 22",Владимирский,Нормальный магазин,5.0,2022-08-05,текст про качество товаров
Пятерочка,Супермаркет,"Разъезжая, 23",Владимирский,Нормальный магазин,5.0,2022-07-19,текст про качество товаров
Пятерочка,Супермаркет,"Транспортный переулок, 1",Лиговка-Ямская,Нормальный магазин,4.0,2023-07-23,текст про качество товаров
Пятерочка,Супермаркет,"Моисеенко, 22, лит.З",Смольнинское,"Нормальный магазин , при открытии цены были дороже чем в других магазинах",5.0,2022-07-11,текст про цены товаров
Дикси,Супермаркет,"Лиговский проспект, 91",Владимирский,Нормальный магазин в центре города.,5.0,2022-11-17,текст про расположение магазина
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,Нормальный магазин как и всё магазины этой сети.,5.0,2022-09-08,текст про персонал магазина
Пятерочка,Супермаркет,"Чайковского, 81",Смольнинское,"Нормальный магазин около дома. Что мне надо все есть. Курица, овощи, есть халяль. Продовцы нормальные",5.0,2023-03-16,текст про расположение магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Нормальный магазин сетевиков пятерочки) хороший ассортимент, удобно расположен. Цены как и во всех магазинах сети. А вот ещё? Для маломобмльных групп граждан неудобно. Стоянки нет рядом. Чистота в торговом зале? Очередей нет.",5.0,2023-01-11,текст про чистоту магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,Нормальный магазин средней ценовой категории. Вежливые сотрудники. Вполне чисто и аккуратно.,4.0,2022-06-16,текст про чистоту магазина
Дикси,Супермаркет,"Жуковского, 4",Литейный,Нормальный магазин ставлю 4 звезды. Персонал бывает агрессивный очереди бывают. Товаров много на вкус. И качество нравится! Всё класс!,4.0,2023-02-07,текст про персонал магазина
Магнит,Супермаркет,"Константина Заслонова, 26",Владимирский,Нормальный магазин у дома. В целом всё есть,4.0,2023-03-26,текст про расположение магазина
Пятерочка,Супермаркет,"Полтавский проезд, 2",Лиговка-Ямская,"Нормальный магазин у дома. Все есть. У касс стоит вендинг с вкусным кофе, всем советую! Особенно нравится кокосовый раф -_-",5.0,2023-04-22,текст про расположение магазина
Пятерочка,Супермаркет,"Стремянная, 1",Владимирский,"Нормальный магазин формата ""у дома""",4.0,2023-04-28,текст про расположение магазина
Пятерочка,Супермаркет,"Черняховского, 16/5",Лиговка-Ямская,Нормальный магазин!,5.0,2022-04-26,текст про качество товаров
Пятерочка,Супермаркет,"Кирочная, 45",Смольнинское,"Нормальный магазин, вежливые продавцы",5.0,2022-10-24,текст про персонал магазина
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,"Нормальный магазин, всё есть!",5.0,2023-09-01,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,"Нормальный магазин, довольно просторный.Очень внимательный и доброжелательный кассир Екимов Александр Сергеевич.",5.0,2023-06-14,текст про расположение магазина
Магнит,Супермаркет,"7-я Советская, 15/19",Смольнинское,"Нормальный магазин, не хуже остальных",4.0,2022-07-07,текст про персонал магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,"Нормальный магазин,но очень тесно.",5.0,2022-10-21,текст про расположение магазина
Магнит,Супермаркет,"7-я Советская, 15/19",Смольнинское,Нормальный магазин.,5.0,2023-04-26,текст про персонал магазина
Пятерочка,Супермаркет,"Чайковского, 81",Смольнинское,Нормальный магазин.,5.0,2022-08-10,текст про персонал магазина
Дикси,Супермаркет,"Калужский переулок, 7",Смольнинское,"Нормальный магазин. Огромный минус: постоянно проблема в том, что нет ценников на многие товары, особенно если акционные.",3.0,2022-10-28,текст про цены товаров
Дикси,Супермаркет,"Большая Московская, 5",Владимирский,Нормальный магазин. Продавцы всегда приветливые. Фрукты всегда свежие.,5.0,2023-02-13,текст про персонал магазина
Дикси,Супермаркет,"Басков переулок, 33",Смольнинское,"Нормальный магазин. С нормальными продавцами. Команда магазина это лучшее, что в нем есть.",4.0,2023-07-04,текст про персонал магазина
Пятерочка,Супермаркет,"Невский проспект, 146",Смольнинское,Нормальный магазин. Уважают тут покупателей. Готовы решить любые вопросы. Здороваются. Вежливо общаются. Богатый ассортимент различной продукции от съедобной до несъедобной. Есть свое собственное кулинарное производство. Все удобно расположено. Нет узких проходов. Нет духоты. Качество товаров приличное. За чистотой стараются следить. Много заманчивых временных акций. Интересная программа лояльности. Средний уровень цен. Что-то можно купить и по низким ценам.,4.0,2022-11-29,текст про чистоту магазина
Дикси,Супермаркет,"Чайковского, 2/7Р",Литейный,Нормальный магазин. Ценники в большинстве случаев на своём месте.,5.0,2023-06-05,текст про цены товаров
Дикси,Супермаркет,"Константина Заслонова, 21",Владимирский,Нормальный магазин. Часто приобретаю в этой сети продукты.,4.0,2023-06-27,текст про качество товаров
Дикси,Супермаркет,"Владимирский проспект, 18",Владимирский,Нормальный магазинчик,5.0,2022-12-13,текст про качество товаров
Пятерочка,Супермаркет,"Правды, 22",Владимирский,Нормальный магазинчик. Все нашли. Не дорого,5.0,2022-12-25,текст про цены товаров
Магнит,Супермаркет,"9-я Советская, 39/24",Смольнинское,"Нормальный магнит, как все. 2 кассы, очереди днем нет.",5.0,2022-11-13,текст про чистоту магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный продуктовый, плюсы это конечно график работы и расположение, остальное оставляет желать лучшего, но для меня именно эти факторы важны",5.0,2023-02-17,текст про расположение магазина
Дикси,Супермаркет,"Суворовский проспект, 36",Смольнинское,"Нормальный продуктовый, плюсы это конечно график работы и расположение, остальное оставляет желать лучшего, но для меня именно эти факторы важны",5.0,2023-02-17,текст про расположение магазина
Вкусвилл,Супермаркет,"Кременчугская, 17, корп. 2",Лиговка-Ямская,Нормальный сетевой ВкусВилл. Как в москве,5.0,2022-05-03,текст про цены товаров
СПАР,Супермаркет,"Владимирский проспект, 19",Владимирский,"Нормальный сетевой магазин, большая проходимость. Не всегда логичное расположение товарных позиций. Готовая пища, кафе, все как везде.",5.0,2023-03-31,текст про расположение магазина
Дикси,Супермаркет,"Лиговский проспект, 1",Смольнинское,Нормальный сетевой магазин. Стандартный выбор товаров. Выкладка аккуратная. Сооки годности контролируются. Персонал квалифицированный и вежливый. В залах чистота.,5.0,2023-07-22,текст про чистоту магазина
Дикси,Супермаркет,"Невский проспект, 91",Лиговка-Ямская,Нормальный сетевой магазинчик.,5.0,2022-09-13,текст про персонал магазина
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Нормальный спар , но нету морковного пирога как в Москве=(",4.0,2023-05-24,текст про качество товаров
СПАР,Супермаркет,"Литейный проспект, 12",Литейный,"Нормальный СПАР, хороший выбор по всем позициям, вменяемый персонал, нормальное мобильное приложение.",4.0,2023-03-03,текст про персонал магазина
Дикси,Супермаркет,"Белинского, 1",Литейный,Нормальный супермаркет,5.0,2023-08-27,текст про персонал магазина
Магнит,Супермаркет,"Константина Заслонова, 26",Владимирский,"Нормальный супермаркет, рекомендую",4.0,2022-11-07,текст про персонал магазина
Дикси,Супермаркет,"Жуковского, 4",Литейный,"Нормальный супермаркет. Огромный минус, в очереди можно стоять 2 минуты, а можно и пол часа. Как повезëт/не повёзет. Касс самообслуживания там нет.",3.0,2022-08-11,текст про расположение магазина
